공고,회사명,공고 링크,위치,모집 기한,자격 조건,기술 스택 
세계적인 게임사/[개발] 인사시스템 운영 및 유지보수 /JAVA,(주)에이치알비즈코리아,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44150822&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기 성남시 분당구 ,~ 10/21(금),"['경력 5~14년', '대졸↑']","['백엔드/서버개발', ' 웹개발', ' JSP', ' Spring', ' 유지보수 ']"
[개발] 인사시스템 운영 및 유지보수 /JAVA/세계적인 게임사,(주)에이치알비즈코리아,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44150831&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기 성남시 분당구 ,~ 10/21(금),"['경력 5~14년', '대졸↑']","['백엔드/서버개발', ' 웹개발', ' JSP', ' Spring', ' 유지보수 ']"
열정있는 JAVA 신입자 및 경력자 채용합니다,주식회사 그레이소프트,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44155650&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,~ 10/31(월),"['경력무관', '고졸↑']","['Ajax', ' CSS', ' HTML5', ' Java', ' Javascript ']"
JAVA 신입자 및 경력자 채용 (정규직),주식회사 그레이소프트,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44155668&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,~ 10/31(월),"['경력무관', '고졸↑']","['Ajax', ' CSS', ' HTML5', ' Java', ' Javascript ']"
(주) 그레이소프트에서 JAVA 신입자 및 경력자 채용합니다,주식회사 그레이소프트,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44155661&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,~ 10/31(월),"['경력무관', '고졸↑']","['Ajax', ' CSS', ' HTML5', ' Java', ' Javascript ']"
자사 솔루션 개발(React / Vue.js / Java / Node.js 기반),워프마이트(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44159545&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,~ 10/17(월),"['경력 5~20년', '학력무관']","['백엔드/서버개발', ' 웹개발', ' 퍼블리셔', ' 프론트엔드', ' DBA ']"
"JAVA/JSP/WEB, Springframework 개발자 경력",(주)웰컨,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44171061&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기 화성시 ,~ 12/10(토),"['신입·경력', '초대졸↑']","['웹개발', ' Java', ' 네트워크', ' 솔루션', ' RDBMS ']"
"솔루션 개발자 ( 오라클, SQL )",(주)엠디에스코리아,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43825374&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,인천전체 ,상시채용,"['신입·경력', '초대졸↑']","['웹개발', ' 퍼블리셔', ' 프론트엔드', ' DBA', ' 반응형웹 ']"
iO Centre 아이오 백엔드(java 필수) 개발자 모집,아이오,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43640276&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,상시채용,"['경력 3~20년', '학력무관']","['백엔드/서버개발', ' 웹개발', ' 프론트엔드', ' C#', ' C++ ']"
e-HR시스템 개발,(주)아라인,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=40767273&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,상시채용,"['경력 3~20년', '학력무관']","['백엔드/서버개발', ' 웹개발', ' 퍼블리셔', ' 프론트엔드', ' DBA ']"
클라우드(SaaS) HR 솔루션 개발 및 운영,(주)아라인,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=40898912&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,상시채용,"['경력 5~15년', '학력무관']","['웹개발', ' 프론트엔드', ' SE(시스템엔지니어)', ' Apache', ' ECMAScript ']"
"UI/UX, API, PC Client, Server Back-end, Vision 엔지니어 채용",(주)에이블랩스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43969508&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,인천 연수구 ,내일마감,"['경력3년↑', '학력무관']","['C#', ' C++', ' MySQL', ' Python', ' VisualC·C++ ']"
"Server, Back-end 엔지니어",(주)에이블랩스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44018081&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,인천전체 ,상시채용,"['경력 3~10년', '학력무관']","['백엔드/서버개발', ' 웹개발', ' 프론트엔드', ' SE(시스템엔지니어)', ' 클라우드 ']"
"백엔드 개발자(JAVA) / 팀장1명, 팀원 2명",(주)메타써치,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44085585&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기 성남시 분당구 ,오늘마감,"['신입·경력', '초대졸↑']","['백엔드/서버개발', ' Java', ' API', ' AWS', ' Git ']"
[대기업] 플랫폼 백엔드 개발 (4년 이상),(주)케이맨파워,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44108634&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,서울 강남구 ,~ 10/30(일),"['경력4년↑', '대졸↑']","['백엔드/서버개발', ' API', ' IoT', ' VDI', ' AWS ']"
[대기업] 플랫폼 백엔드 개발,(주)케이맨파워,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44108700&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,서울 강남구 ,~ 10/30(일),"['경력8년↑', '대졸↑']","['백엔드/서버개발', ' API', ' IoT', ' VDI', ' AWS ']"
"안드로이드, iOS 앱 개발자",한국딥러닝(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44159040&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,상시채용,"['경력 1~10년', '학력무관']","['백엔드/서버개발', ' 앱개발', ' 웹개발', ' 인프라', ' Android ']"
[파우게임즈] 기술지원(웹개발/DBA) 담당자 채용,(주)파우게임즈,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44173498&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기 성남시 분당구 ,상시채용,"['경력 1~4년', '학력무관']","['웹개발', ' DBA', ' AWS', ' HTML', ' Java ']"
모빌리티 솔루션 기업 플랫폼 개발자 채용,(주)에스엠케이,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=42913546&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,상시채용,"['신입·경력', '학력무관']","['백엔드/서버개발', ' 웹개발', ' 퍼블리셔', ' 프론트엔드', ' 반응형웹 ']"
"금융권 어플리케이션 및 솔루션 개발, 유지운영 Java 개발자 모집",(주)포밸류소프트,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=40719661&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,상시채용,"['경력 2~10년', '초대졸↑']","['웹개발', ' 프론트엔드', ' SE(시스템엔지니어)', ' Java', ' 솔루션 ']"
JAVA 웹개발자 채용(스마트팩토리 MES 관련).,(주)위더스아이앤티,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43999512&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,인천 미추홀구 ,~ 10/16(일),"['경력 3~5년', '초대졸↑']","['백엔드/서버개발', ' 웹개발', ' 프론트엔드', ' Java', ' MySQL ']"
[유망기업] 웹개발자 (대리~차장급),커리어셀파,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44094106&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,내일마감,"['경력4년↑', '학력무관']","['웹개발', ' Java', ' 프론트엔드', ' 솔루션', ' 클라우드 ']"
[유망기업] 웹개발자 (연구소장급),커리어셀파,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44094083&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,내일마감,"['경력12년↑', '학력무관']","['웹개발', ' Java', ' 프론트엔드', ' 솔루션', ' 클라우드 ']"
하남시 / 웹개발(프론트엔드) 신규 직원 모집(웹퍼블리셔),(주)파워텔레콤,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44106870&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기 하남시 ,채용시,"['경력무관', '학력무관']","['프론트엔드', ' PHP', ' 웹개발', ' C++', ' HTML ']"
[유망기업] vuejs (웹개발) (대리~차장급),커리어셀파,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44138498&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,~ 11/04(금),"['경력4년↑', '학력무관']","['웹개발', ' Java', ' 프론트엔드', ' 솔루션', ' 클라우드 ']"
"소프트웨어개발 (Web 개발 신입, 경력 채용 공고)",(주)이안에스아이티,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43933725&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,인천 연수구 ,~ 11/06(일),"['경력무관', '초대졸↑']","['백엔드/서버개발', ' 웹개발', ' Java', ' RDBMS', ' PostgreSQL ']"
"자바(JAVA, JSP)웹개발 경력 정규직 모집합니다.",고벤트 주식회사,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44135628&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기 안양시 동안구 ,~ 11/04(금),"['경력 3~10년', '고졸↑']","['웹개발', ' Java', ' API', ' AWS', ' Bootstrap ']"
연구개발본부 풀스택 개발자 채용,(주)큐에스택,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44128932&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,인천 연수구 ,~ 11/03(목),"['경력5년↑', '학력무관']","['백엔드/서버개발', ' 앱개발', ' API', ' Bootstrap', ' RestAPI ']"
백엔드 개발 (시니어),(주)카카오픽코마,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43645579&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,상시채용,"['경력 8~12년', '학력무관']","['백엔드/서버개발', ' 웹개발', ' 프론트엔드', ' Django', ' ECMAScript ']"
[JAVA개발자/경력3년이상] 유명교육기업 JAVA 개발자 경력 채용,에이치알서비스(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44049191&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기 성남시 분당구 ,채용시,"['경력3년↑', '학력무관']","['게임개발', ' 기술지원', ' 데이터분석가', ' 데이터엔지니어', ' 백엔드/서버개발 ']"
[프롭테크 스타트업 (주)밸류맵] 백엔드 개발자 모집 (경력),(주)밸류맵,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43840534&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,내일마감,"['경력2년↑', '학력무관']","['백엔드/서버개발', ' 웹개발', ' API', ' Java', ' 클라우드 ']"
서버 개발 채용,아로와나허브,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=42408259&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,상시채용,"['경력 3~15년', '대졸↑']","['백엔드/서버개발', ' 웹개발', ' DBA', ' RDBMS', ' C++ ']"
신사업 개발 채용,아로와나허브,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=42408249&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,상시채용,"['경력 3~10년', '대졸↑']","['백엔드/서버개발', ' 웹개발', ' 퍼블리셔', ' 프론트엔드', ' 반응형웹 ']"
[경력] AI 백엔드 개발자 모집 / 6천 이상,(주)새론솔루션,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43852254&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기 의왕시 ,상시채용,"['경력', '학력무관']","['딥러닝', ' 머신러닝', ' 알고리즘', ' AI(인공지능)', ' API ']"
개발 PM (차장급) 채용,아로와나허브,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=42408231&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기전체 ,상시채용,"['경력 3~15년', '대졸↑']","['웹개발', ' DBA', ' RDBMS', ' C++', ' C언어 ']"
"[(주)삼인칭] IT부문 신입,경력 공개채용 (개발,디자인,기획,QA)",(주)삼인칭,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44027730&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,인천 연수구 ,채용시,"['경력무관', '고졸↑']","['앱개발', ' QA/테스터', ' CSS', ' HTML', ' Java ']"
[유명 금융/이커머스 중견기업] JAVA 백엔드 개발자 채용,제이케이서치 주식회사,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44080149&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기 성남시 분당구 ,오늘마감,"['경력 5~12년', '대졸↑']","['백엔드/서버개발', ' 웹개발', ' Java', ' Git', ' HTML5 ']"
[유명 금융/이커머스 중견기업] Java 백엔드 개발팀장 채용,제이케이서치 주식회사,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44167329&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기 성남시 분당구 ,~ 11/09(수),"['경력 10~15년', '대졸↑']","['백엔드/서버개발', ' 웹개발', ' API', ' Java', ' Git ']"
[유명 금융/이커머스 중견기업] Java 백엔드 개발자 채용,제이케이서치 주식회사,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44167327&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기 성남시 분당구 ,~ 11/09(수),"['경력 5~12년', '대졸↑']","['백엔드/서버개발', ' 웹개발', ' API', ' Java', ' Git ']"
(신입) JAVA / JSP SpringFramework 개발자 모집,프리버,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43960276&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,인천 부평구 ,~ 11/12(토),"['신입', '학력무관']","['Ajax', ' Java', ' JSP', ' Python', ' Spring ']"
Android 앱 개발자 경력직 및 Web 개발자 경력직(경력3년이상),레츠데브,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43969348&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기 성남시 분당구 ,채용시,"['경력3년↑', '학력무관']","['Android', ' Java', ' JSP', ' Kotlin', ' Spring ']"
JAVA 웹 개발 정규직 채용공고(신입 및 경력),(주)엘앤코리아,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43995911&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기 안양시 동안구 ,~ 11/15(화),"['경력 2~10년', '학력무관']","['웹개발', ' Java', ' JSP', ' 클라우드', ' ERP ']"
"젊은 분위기로 자유롭고, 재밌게 성장할 개발자 채용",퀀텀그래비티,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44110869&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,경기 광명시 ,~ 11/29(화),"['경력무관', '고졸↑']","['백엔드/서버개발', ' 프론트엔드', ' Node.js', ' React', ' 풀스택 ']"
인천 씨티은행 (전자정부-F  업그레이드)  중/고급 구인,C&C KOREA,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44164075&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=d5616484-d387-489f-ab44-d45e70d81c7a,인천 남동구 ,~ 10/15(토),"['경력6년↑', '학력무관']","['Java', ' Linux', ' Spring', ' 전자정부', ' 금융경험자 ']"
